"Data Source","World Development Indicators",

"Last Updated Date","2026-01-28",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"Bangladesh","BGD","People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23.694677075884","25.1767692981385","26.6816894127761","28.1772949701868","29.6630423579707","31.4358349503108","33.2264398318266","35.0339772895148","36.8575848438424","38.6964226448975","40.550092213975","42.417588032588","44.2975869340688","46.1890615570129","48.091854377096","50.0050245547683","51.9283001377065","53.861024982081","55.8026895798661","57.7528738554199","59.7111659386902","61.6770898454809","63.6502711298232","65.6304136319171","67.6171751221237",
"Bulgaria","BGR","People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","85.8270758424306","85.8352608493331","85.8462388142112","85.8571204076455","85.8679758462279","85.8787353292987","85.8894058121124","85.9000132510858","85.9105606214377","85.921008483856","85.9314028069197","85.9417067262651","85.9520368037234","85.9623980621807","85.9727585294745","85.9831554868043","85.9935449985972","86.0039712709355","86.0143608416048","86.0247532488828","86.0351484540034","86.0455390086067","86.0559026317979","86.0662621462475","86.0765607063355",
"Bahrain","BHR","People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.9393894019496","99.9434088778498","99.9474283537501","99.9514478296503","99.9554673055506","99.9594867814508","99.9635062573511","99.9675257332513","99.9715452091516","99.9755646850518","99.9795841609521","99.9836036368523","99.9876231127526","99.9916425886528","99.9956620645531","99.9996815404533","100","100","100","100","100","100","100","100","100",
"Bahamas, The","BHS","People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","92.9767147467029","92.9788412178291","92.9792508409001","92.9779436159161","92.974919542877","92.9701786217826","92.9637208526333","92.9555462354289","92.9456547701693","92.9340464568545","92.9207212954847","92.9056792860598","92.8889204285797","93.1626284658143","93.436336503049","93.7100445402837","93.7100445402837","93.7100445402837","93.7100445402837","93.7100445402837","","","","","",
"Bosnia and Herzegovina","BIH","People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","95.0784435393171","95.0879638199528","95.0981431878974","95.1088597606974","95.1202453648273","95.1357940491604","95.1516329661408","95.1678945136016","95.1844586275953","95.20132167847","95.2184837600235","95.2360155321308","95.2539082676635","95.2720361490621","95.2905317745254","95.3129339341419","95.3361467691692","95.360235583008","95.3850620124746","","","","","","",
"Belarus","BLR","People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","91.9136871793446","91.8950406947121","91.8772136566358","91.8592816297479","92.3080167229921","92.7606037607482","93.2164038239813","93.6735706995362","94.1325479318341","94.5970585071849","95.0666547452999","95.5392069475239","96.0160380409651","96.4967422557482","96.9807658359305","97.4677528685491","97.9567271053164","98.4471393205969","98.9391988814901","99.4338632205589","99.5940049296976","99.6591219571066","99.6897638568081","99.7199437262096","99.7473526999237",
"Belize","BLZ","People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","83.9950793415802","83.9981236500007","84.0010582579802","84.0038792244829","84.0065922016108","83.9996958672325","83.9933189485274","83.9874657603305","83.9821223616587","83.977302195762","83.972997548098","83.9708984759609","83.9714754365874","83.9751251055118","83.9821211094783","83.9929567244339","84.0080355199731","84.027602259463","84.0520275827063","84.0839153038299","84.1193982319828","84.1586414948366","84.2021316466722","84.2497280854857","84.3017658171591",
"Bermuda","BMU","People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.9791403999453","99.9770577444815","99.9749750890177","99.972892433554","99.9708097780902","99.9687271226264","99.9666444671626","99.9645618116988","99.962479156235","99.9603965007712","99.9583138453074","99.9562311898436","99.9541485343798","99.952065878916","99.9499832234522","99.9479005679884","99.9458179125246","99.9437352570609","99.9416526015971","99.9416526015971","99.9416526015971","99.9416526015971","99.9416526015971","99.9416526015971","99.9416526015971",
"Bolivia","BOL","People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34.9158555656195","36.1069276710251","37.2788771085079","38.442320447364","39.6007187610011","40.7534588124944","41.9015542609366","43.4810447232478","45.0792272443347","46.6950103282874","48.3285858519966","49.9801309822713","51.6491998600636","53.3191514172046","54.9966309177459","56.6920160774471","58.4055072099322","60.1364043539165","61.8863758501478","63.6552770936558","65.4426819747995","67.2484529429256","69.0727323107113","70.4335419312464","71.5839204142996",
"Brazil","BRA","People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","73.3661541884085","74.2359273551558","75.086752161079","75.9322033943991","76.7719281688316","77.6060442876745","78.4350490232115","79.2590292856141","80.0780747503367","80.8914821354002","81.7001428038359","82.5075308980562","83.3102185091362","84.1075664930758","84.9007604089727","85.6891694067484","86.4725409994878","87.2513460581389","88.0250303307035","88.7943635272571","89.5591441286736","90.3198016289812","91.0196550646128","91.7128476214348","92.4012701604853",
"Barbados","BRB","People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","89.6408774970221","90.0296586370686","90.4184397771151","90.8072209171617","91.1960020572082","91.5847831972547","91.9735643373012","92.3623454773478","92.7511266173943","93.1399077574408","93.5286888974873","93.9174700375338","94.3062511775803","94.6950323176268","95.0838134576733","95.4725945977198","95.8613757377664","96.2501568778129","96.6389380178594","97.0277191579059","97.3312392700884","97.3330327442074","98.0924623115578","98.0924623115578","98.0924623115578",
"Brunei Darussalam","BRN","People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","72.7148465774726","73.9314819787646","75.1481173800566","76.3647527813482","77.5813881826402","78.7980235839323","80.0146589852238","81.2312943865159","82.4479297878079","83.6645651890999","84.8812005903915","86.0978359916835","87.3144713929755","88.5311067942671","89.7477421955591","90.9643775968511","92.1810129981427","93.3976483994347","94.6142838007268","95.8309192020188","97.0475546033103","98.2641900046024","99.4808254058944","100","100",
"Bhutan","BTN","People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","44.0519313998862","44.4113711801723","46.6649669760176","48.8831966104405","51.0646518155056","53.1957068456674","55.1902160222257","57.1569433731048","59.0952861405735","61.0391347142958","62.9550752421624","64.8429159627493","66.7004803420863","68.5280843950493","70.3262594115748","72.0956866215508","73.8369686889029","75.5507698570494","77.2378421749847","78.8989372535781","80.5347803811223","82.1461906791953","83.7339782184806","85.2990010822165","86.8421082075035",
"Botswana","BWA","People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","53.7395555164228","54.7451404334018","55.6040876882088","56.4322629301627","57.2488048403831","58.0524375220249","58.8441205990319","59.9949103231663","61.1111581446206","62.1889472021203","63.2298770256248","64.2325786938522","65.037275052661","65.7908304969597","66.5214936855642","67.2288878869323","67.9129615984092","68.5731443566445","69.2069921595304","69.8150599678289","70.3974291175514","70.9542350453954","71.4864919930582","71.9941392506475","72.115456599001",
"Central African Republic","CAF","People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.5939671158027","20.5472812527442","20.5005930190466","20.4536055406808","20.4063183359002","19.9721484876891","19.5450443579564","19.1248924348841","18.7110288344225","18.3030854351949","17.9009516216973","17.5040118095515","17.1121597682915","16.7250416550218","16.3420825760043","15.9631877672806","15.5882414691861","15.2164870297134","14.8478356260426","14.481982156805","14.1186349646869","13.7575074575386","13.8462941483121","13.939220081887","14.0362838980325",
"Canada","CAN","People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.8666796985606","99.8688346973746","99.869342983024","99.8698601366665","99.8703662409249","99.8639583203514","99.8430162755526","99.7607606816524","99.6782742849719","99.5955583039344","99.5126181540999","99.4293838454061","99.3455544247407","99.2616780948354","99.1777500183005","99.0937780508687","99.0097526693879","98.9256763278337","98.84154412867","98.7573247700797","98.6730086081464","98.5885671606396","98.5883597851291","98.5881318805776","98.5878834990178",
"Central Europe and the Baltics","CEB","People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","91.7230755006916","88.3588593096433","88.6631027142949","88.9299701765077","89.1932364863796","89.4623736750457","89.9111532455159","90.3859562146343","90.8648413939551","91.3198216639179","91.7614919319641","92.2022005210964","92.6322171458363","93.063865257961","93.4927942949864","93.9517152537674","94.4160248094977","94.7800426872963","95.0505448396847","95.2616627039685","95.4529070450896","95.6343078030199","95.8385044051193","96.0411537002889","96.0479885305529",
"Switzerland","CHE","People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.8809744521453","99.8809658313733","99.8809871491783","99.8810032241511","99.8810219544494","99.8810375348048","99.8810597647058","99.8810759344812","99.8810918351395","99.8811142742757","99.8811300380304","99.884002235061","99.8868750975179","99.8897357144211","99.8925900927449","99.8954458615596","99.8982917124867","99.8998756361922","99.8998706855138","99.8998728058584","99.8998740977632","99.8998704339259","99.8998753786739","99.8998744202541","99.8998709349206",
"Channel Islands","CHI","People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","93.0315875725164","93.4409142723436","93.8324984055007","94.1786535457262","94.5235711330979","94.8666435594801","95.2084736344443","95.5487017791555","95.8876613172274","96.2250417785822","96.5608717645089","96.895427820741","97.2284642217627","97.5601040614425","97.8903546452322","98.2192140338201","98.5469573760897","98.8734482786872","99.1482997350228","99.2440906332437","99.3144814902357","100","99.9999982963226","100","99.9999955987514",
"China","CHN","People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","56.8201092570023","57.5684600392291","59.7190918918749","61.8436136467816","63.9406214031558","66.007414871417","68.0323487727096","70.020980914326","71.9796237589","73.906061649452","75.8010481056182","77.6512502388913","79.464667537609","81.2468005281191","82.9984761523817","84.7193121416501","86.4094766918916","88.0683084431652","89.6942189460529","91.2881339239822","92.8514975328901","94.3857583646751","95.8923648413213","97.2411682339468","97.2718787578263",
"Cote d'Ivoire","CIV","People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.0416175559052","20.7171311612942","21.3928455958678","22.0684596804749","22.7442737383766","23.5549453716697","24.3743169320385","25.2023258965762","26.0389018909406","26.8833706227341","27.736273942075","28.5975387967836","29.4667970282772","30.3439798658214","31.2290182892459","32.1245714539308","33.0299664803717","33.945429522791","34.8708875943719","35.8059580233634","36.7505613601134","37.704616869195","38.6680398290793","39.6407426651959","40.4070687976128",
"Cameroon","CMR","People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37.5661811000038","37.7799954148968","37.9947075137207","38.3633336781567","38.736762781943","39.1141100533379","39.4959944299355","39.8824343932762","40.2734502147764","40.6687438087427","41.0686436848584","41.47285114669","41.8813685431632","42.2938755253473","42.7103744161323","43.1308620153925","43.555339313602","43.9831129823405","44.4148640176423","44.8498829146317","45.2885112207418","45.7300133468788","46.1747220268822","46.6226225275107","47.0729484414837",
"Congo, Dem. Rep.","COD","People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23.7477310886232","23.2925757259411","22.8409794207926","22.3929738740922","21.9485957968142","21.5079480867388","21.0891369417888","20.6788073735842","20.2769257473546","19.8835866395137","19.4987263873328","19.1224518584775","18.754668067258","18.3953621300218","18.044594889942","17.7022823048892","17.3684018777428","17.0428367247806","16.7256345274003","16.416662028181","16.1158651582213","16.1461710925268","16.1744730669276","16.2386817602994","16.3033122368932",
"Congo, Rep.","COG","People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.9201113215231","11.9684717452745","12.2942562189499","12.623677389001","13.081524943127","13.5511098859657","14.0325360521402","14.526041670099","15.0320398597223","15.5506904084731","16.0823108780158","16.6267539486772","17.1843319193312","17.7552084772419","18.3393600656814","18.9369281667441","19.5480521293593","20.1728789551264","20.2685707874205","20.3642632516174","20.4597460251332","20.5548099594917","","","",
"Colombia","COL","People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","75.4148773585247","76.3087852021203","77.201981016796","78.094433998105","78.9859213001689","79.8764166229858","80.7659057665672","81.654183644965","82.5414361223495","83.4276365451397","84.3126146543662","85.1963554743704","86.0790424953877","86.9605014574524","87.8407302764007","88.7199118898909","89.5980252896949","90.4749374427322","91.3506596764722","92.2252062631808","93.0987394041419","93.9711220297613","94.8425154559797","95.7128008202529","96.5820151977995",
"Comoros","COM","People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24.4251137817351","26.1545650647282","27.7107884685143","29.2480866735385","30.7668527595674","32.2696522597859","33.75605986205","35.2256531986229","36.6778613088967","38.1124210259684","39.5290364231299","40.9270162396415","42.3060704892515","43.665877233981","45.005792347169","46.3255872493184","47.6248040673008","48.9029223957365","50.159514854681","51.3942491790653","52.6066035113726","53.7961210274577","54.9623663372908","56.104836588019","57.2230888156822",
"Cabo Verde","CPV","People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36.827954010232","39.1910554393962","41.5375071985025","43.8664094982459","46.1784728572733","48.4726022548582","50.7498010778296","53.0093493269466","55.2521980462488","57.4769284411617","59.6818514080991","61.8006547143134","63.9530735782999","66.0992428842147","68.2388818808702","70.3717073692285","72.496932762021","74.6142580571751","76.7237249815456","78.8249549430518","80.9181460926349","83.0030877232497","83.045304882988","83.0869470550891","83.1279216157097",
"Costa Rica","CRI","People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","93.6849644850518","93.9239551778215","94.1561067618918","94.3814516576699","94.5999033929198","94.8112740526154","95.0158919320253","95.2137195498557","95.4049708043013","95.6700736028265","95.9272885931521","96.176583273924","96.4170699422162","96.6492260936329","96.8735289807789","97.0905446199626","97.3007564187582","97.5045870013496","97.7025136559983","97.8949564570676","98.0823538854413","98.265064236441","98.4434940972081","98.6179737414505","98.7888406524124",
